tiempo,frontal_der,frontal_izq,diagonal_der,diagonal_izq,lateral_der,lateral_izq,trasero_der,trasero_izq,encoder_izq,encoder_der
57.696,72.53,93.69,60.17,370.39,70.68,406.95,68.31,64.93,163.3114,152.9557
57.728,69.46,95.90,66.41,398.19,71.87,445.44,66.68,65.53,163.4119,153.0499
57.760,67.98,101.66,69.66,445.24,62.06,475.45,69.13,67.06,163.5061,153.1441
57.792,67.37,99.98,67.72,479.09,61.17,545.23,71.90,66.45,163.6003,153.2446
57.824,68.39,86.55,67.59,446.62,67.79,561.62,69.24,71.15,163.6819,153.1943
57.856,67.28,69.83,68.06,372.65,64.32,576.67,68.55,62.15,163.7636,153.1441
57.888,64.33,71.11,64.07,373.99,58.64,597.96,63.17,65.36,163.8578,153.2446
57.920,68.98,67.73,66.05,396.43,64.66,700.29,62.77,67.31,163.9520,153.3388
57.952,67.30,70.45,66.84,445.11,67.56,788.23,70.74,61.38,164.0462,153.4330
57.984,62.89,67.05,70.68,441.34,65.75,875.09,66.51,66.24,164.1466,153.5334
58.016,67.68,63.06,60.14,379.74,68.06,944.40,62.28,64.21,164.2220,153.4832
58.048,71.19,70.23,66.80,381.60,66.08,988.59,71.20,65.48,164.3225,153.5460
58.080,74.54,65.89,64.96,371.74,63.21,1058.78,68.71,68.51,164.4167,153.6088
58.112,70.31,74.40,68.27,376.35,65.18,1161.79,70.81,67.01,164.5109,153.6716
58.144,64.31,73.46,69.86,367.75,64.88,1182.62,64.92,63.53,164.6114,153.7407
58.176,69.54,68.96,65.91,363.22,67.03,1246.90,68.30,66.95,164.7056,153.8035
58.208,63.07,74.68,69.88,354.44,66.08,1252.90,68.78,66.65,164.7998,153.8663
58.240,70.93,70.71,68.65,355.57,64.84,1323.83,67.94,67.09,164.8940,153.9291
58.272,68.89,62.96,62.95,348.55,67.00,1338.97,69.19,66.61,164.9944,153.9919
58.304,69.70,66.83,63.43,350.14,66.85,1394.83,66.05,62.30,165.0886,154.0610
58.336,71.56,63.79,64.50,314.55,64.23,1390.28,70.56,62.08,165.1828,154.1238
58.368,65.30,65.09,64.46,322.47,65.30,1418.36,60.24,70.52,165.2833,154.1866
58.400,65.38,70.49,68.91,307.22,67.82,1427.22,66.67,69.54,165.3775,154.2494
58.432,64.83,68.63,68.35,293.43,65.90,1430.20,69.26,83.29,165.4717,154.3122
58.464,64.90,64.27,69.84,293.40,66.03,1436.41,71.48,85.73,165.5659,154.3812
58.496,68.07,61.25,62.63,275.55,65.37,1408.65,69.08,96.43,165.6664,154.4440
58.528,66.10,65.68,66.33,275.68,70.77,1417.58,64.83,98.65,165.7606,154.5068
58.560,67.38,69.55,65.75,251.53,63.58,1404.71,74.48,108.79,165.8548,154.5696
58.592,68.94,69.07,70.01,233.02,63.01,1401.68,68.11,110.04,165.9490,154.6324
58.624,68.18,68.37,66.52,223.58,67.63,1357.71,65.34,108.40,166.0495,154.6952
58.656,66.70,66.13,67.94,223.91,66.32,1302.88,63.94,118.54,166.1437,154.7643
58.688,73.83,67.75,74.00,211.86,67.54,1297.64,66.41,119.84,166.2379,154.8271
58.720,68.87,67.75,65.69,193.00,67.36,1239.10,72.24,116.59,166.3384,154.8899
58.752,65.10,65.26,77.09,191.64,67.46,1162.48,68.49,115.85,166.4326,154.9527
58.784,71.37,72.99,66.64,166.59,62.11,1121.16,64.47,116.73,166.5268,155.0155
58.816,66.61,68.38,67.26,178.10,63.69,1069.67,65.06,131.08,166.6210,155.0846
58.848,63.00,66.75,63.41,158.55,68.60,1009.73,68.43,135.55,166.7214,155.1474
58.880,69.25,68.36,71.24,156.49,65.80,938.61,67.08,143.61,166.8156,155.2102
58.912,61.08,65.15,63.95,126.04,67.73,803.52,65.96,142.25,166.9098,155.2730
58.944,65.88,61.90,67.57,131.50,73.80,749.11,57.95,138.42,167.0040,155.3672
58.976,67.84,71.08,66.69,142.23,64.63,661.00,68.14,120.97,167.1045,155.4677
59.008,69.09,72.46,64.33,132.39,65.82,606.12,67.57,130.60,167.1987,155.5619
59.040,66.61,63.97,68.61,119.91,67.14,600.29,67.34,128.20,167.2929,155.6561
59.072,64.84,66.87,65.27,119.59,65.52,518.07,69.46,124.57,167.3934,155.7566
59.104,61.86,68.03,63.77,129.83,70.61,510.57,66.87,117.21,167.4876,155.8508
59.136,62.26,66.57,62.90,119.41,65.86,514.61,57.74,113.10,167.5818,155.9450
59.168,66.48,65.50,64.79,115.43,72.01,493.38,65.36,118.57,167.6760,156.0392
59.200,63.50,69.65,66.89,115.75,71.28,481.91,70.25,113.94,167.7765,156.1396
59.232,66.59,71.58,64.34,111.49,68.08,482.45,69.10,118.68,167.8707,156.2338
59.264,66.62,63.21,68.60,114.41,66.09,449.32,65.96,104.95,167.9649,156.3280
59.296,65.30,68.70,65.99,114.96,66.91,432.47,67.88,114.71,168.0591,156.4222
59.328,62.39,63.58,65.91,107.37,66.60,400.93,64.39,113.58,168.1596,156.5227
59.360,64.96,73.95,63.30,109.73,65.28,387.39,66.74,115.09,168.2538,156.6169
59.392,61.23,68.24,64.28,109.54,67.35,383.64,65.31,103.42,168.3480,156.7111
59.424,69.78,73.00,69.55,105.02,67.30,374.17,70.27,101.27,168.4484,156.8116
59.456,63.25,68.43,63.93,109.83,66.43,365.21,63.04,108.14,168.5426,156.9058
59.488,70.24,64.69,67.03,108.92,65.50,352.41,71.43,106.85,168.6368,157.0000
59.520,62.50,65.71,72.95,107.91,67.15,355.72,65.42,104.49,168.7310,157.0942
59.552,67.36,66.55,64.59,95.36,63.97,357.31,72.27,102.02,168.8315,157.1947
59.584,64.03,67.70,64.43,99.23,66.89,333.99,73.34,104.52,168.9257,157.2889
59.616,65.10,67.61,67.57,96.72,70.02,332.65,68.90,98.65,169.0199,157.3831
59.648,66.57,64.88,65.58,101.69,69.32,319.15,68.84,96.30,169.1204,157.4773
59.680,66.85,60.45,69.12,92.64,65.52,322.75,68.50,93.12,169.2146,157.5778
59.712,64.98,63.05,63.18,91.27,62.72,326.35,71.01,91.92,169.3088,157.6720
59.744,68.01,74.28,67.72,88.59,64.18,301.32,68.52,92.28,169.4030,157.7662
59.776,68.48,65.76,67.92,83.94,68.98,300.79,63.38,89.57,169.5035,157.8666
59.808,65.30,63.93,65.21,83.89,69.20,300.19,66.92,86.38,169.5977,157.9608
59.840,68.84,61.24,70.64,80.15,69.49,288.99,68.10,84.74,169.6919,158.0550
59.872,73.97,60.21,69.35,77.70,65.25,278.94,65.99,78.28,169.7861,158.1492
59.904,63.20,63.39,68.60,79.26,66.56,268.53,69.84,81.91,169.8866,158.2497
59.936,68.61,72.36,70.57,75.73,67.88,271.12,65.42,76.72,169.9808,158.3439
59.968,64.77,62.81,61.27,78.50,62.49,258.18,68.27,78.74,170.0750,158.4381
